label,tweet,rekomendasi_makanan
fear,Aku takut gagal besok. #feeling,"Sup tahu, Sup jagung, Omelet"
fear,Takut disakiti lagi kayak dulu. #curhat,"Roti bakar selai kacang, Sup daging, Puding roti"
fear,"Serius deh, cemas banget hari ini. #mood","Es kacang merah, Soto ayam, Es teler"
fear,"Setiap malam, rasa takut itu datang lagi. #perasaan","Sosis solo, Kerupuk putih, Kue nagasari"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #curhat","Sup jagung, Kue bolu, Pastel isi ayam"
fear,Aku khawatir sama semuanya sekarang. #feeling,"Puding mangga, Puding roti, Bolu pandan"
fear,Ngeri banget lihat berita akhir-akhir ini. #mood,"Mie rebus, Roti isi keju, Pisang kukus"
fear,"Serius deh, cemas banget hari ini. #feeling","Jagung rebus, Bubur sumsum, Kentang tumbuk"
fear,"Aku gak tenang, perasaan buruk terus datang. #perasaan","Soto ayam, Bolu kukus, Sup tahu"
fear,"Setiap malam, rasa takut itu datang lagi. #perasaan","Muffin cokelat, Donat gula, Es kacang merah"
fear,"Setiap malam, rasa takut itu datang lagi. #perasaan","Kue cucur, Tahu kuah, Kolak pisang"
fear,"Serius deh, cemas banget hari ini. #feeling","Kerupuk putih, Kue nagasari, Es teler"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #curhat","Roti bakar selai kacang, Milkshake vanila, Es krim vanila"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #curhat","Sosis solo, Roti manis isi selai, Pancake"
fear,Ngeri banget lihat berita akhir-akhir ini. #mood,"Kacang rebus, Sup daging, Kue kastengel"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #feeling","Cilok, Mie kuah bening, Roti tawar"
fear,"Setiap malam, rasa takut itu datang lagi. #feeling","Omelet, Sop ikan, Es cincau"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #feeling","Opor ayam, Teh manis hangat, Roti sobek"
fear,Jantungku deg-degan terus mikirin masa depan. #perasaan,"Puding caramel, Susu hangat, Kue lapis"
fear,Ngeri banget lihat berita akhir-akhir ini. #feeling,"Kue putu, Puding susu, Milkshake cokelat"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #mood","Tahu telur, Sup tahu, Sop ikan"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #curhat","Kue bolu, Kue nagasari, Kentang tumbuk"
fear,Aku takut gagal besok. #perasaan,"Puding caramel, Kue cucur, Kue lapis"
fear,Takut disakiti lagi kayak dulu. #perasaan,"Pisang kukus, Roti bakar selai kacang, Roti tawar"
fear,Takut disakiti lagi kayak dulu. #mood,"Bolu pandan, Puding mangga, Teh manis hangat"
fear,"Setiap malam, rasa takut itu datang lagi. #perasaan","Es teler, Cilok, Bubur sumsum"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #curhat","Susu hangat, Es kacang merah, Es krim vanila"
fear,Jantungku deg-degan terus mikirin masa depan. #curhat,"Milkshake cokelat, Muffin cokelat, Sosis solo"
fear,Jantungku deg-degan terus mikirin masa depan. #feeling,"Bubur kacang hijau, Puding susu, Bolu kukus"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #feeling","Kue putu, Roti sobek, Roti isi keju"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #perasaan","Omelet, Roti manis isi selai, Tahu kuah"
fear,"Setiap malam, rasa takut itu datang lagi. #perasaan","Pancake, Jagung rebus, Mie kuah bening"
fear,"Aku gak tenang, perasaan buruk terus datang. #perasaan","Es cincau, Soto ayam, Sup daging"
fear,Aku takut gagal besok. #curhat,"Kolak pisang, Puding roti, Sup jagung"
fear,Takut disakiti lagi kayak dulu. #feeling,"Donat gula, Pastel isi ayam, Kue kastengel"
fear,"Setiap malam, rasa takut itu datang lagi. #mood","Kacang rebus, Mie rebus, Opor ayam"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #mood","Kerupuk putih, Opor ayam, Bubur sumsum"
fear,Takut disakiti lagi kayak dulu. #curhat,"Tahu kuah, Omelet, Roti isi keju"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #curhat","Kue bolu, Milkshake cokelat, Muffin cokelat"
fear,Jantungku deg-degan terus mikirin masa depan. #mood,"Susu hangat, Es teler, Kentang tumbuk"
fear,"Aku gak tenang, perasaan buruk terus datang. #perasaan","Es krim vanila, Es kacang merah, Sop ikan"
fear,Aku khawatir sama semuanya sekarang. #mood,"Pancake, Kue kastengel, Tahu telur"
fear,"Aku gak tenang, perasaan buruk terus datang. #perasaan","Kue nagasari, Sosis solo, Roti manis isi selai"
fear,Takut disakiti lagi kayak dulu. #feeling,"Pastel isi ayam, Bolu kukus, Soto ayam"
fear,"Serius deh, cemas banget hari ini. #mood","Jagung rebus, Mie rebus, Milkshake vanila"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #perasaan","Pisang kukus, Roti sobek, Kue putu"
fear,Jantungku deg-degan terus mikirin masa depan. #feeling,"Bubur kacang hijau, Roti tawar, Roti bakar selai kacang"
fear,Ngeri banget lihat berita akhir-akhir ini. #feeling,"Sup daging, Kolak pisang, Teh manis hangat"
fear,"Serius deh, cemas banget hari ini. #curhat","Kue lapis, Puding caramel, Donat gula"
fear,Aku takut gagal besok. #curhat,"Mie kuah bening, Kacang rebus, Kue cucur"
fear,"Serius deh, cemas banget hari ini. #feeling","Es cincau, Cilok, Bolu pandan"
fear,Aku khawatir sama semuanya sekarang. #curhat,"Sup jagung, Puding roti, Sup tahu"
fear,Aku khawatir sama semuanya sekarang. #feeling,"Sup tahu, Kue nagasari, Teh manis hangat"
fear,Ngeri banget lihat berita akhir-akhir ini. #curhat,"Roti manis isi selai, Kerupuk putih, Roti isi keju"
fear,Jantungku deg-degan terus mikirin masa depan. #perasaan,"Kue kastengel, Es kacang merah, Kacang rebus"
fear,Aku khawatir sama semuanya sekarang. #mood,"Kue lapis, Puding susu, Bolu kukus"
fear,Ngeri banget lihat berita akhir-akhir ini. #curhat,"Es krim vanila, Kolak pisang, Roti sobek"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #perasaan","Jagung rebus, Muffin cokelat, Kue putu"
fear,"Serius deh, cemas banget hari ini. #mood","Cilok, Puding mangga, Puding roti"
fear,Ngeri banget lihat berita akhir-akhir ini. #curhat,"Puding caramel, Bolu pandan, Mie kuah bening"
fear,"Aku gak tenang, perasaan buruk terus datang. #curhat","Pisang kukus, Omelet, Kue bolu"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #feeling","Roti bakar selai kacang, Pancake, Soto ayam"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #curhat","Donat gula, Kentang tumbuk, Sup jagung"
fear,Aku khawatir sama semuanya sekarang. #feeling,"Bubur sumsum, Tahu kuah, Mie rebus"
fear,Jantungku deg-degan terus mikirin masa depan. #mood,"Es teler, Sosis solo, Sup daging"
fear,Aku khawatir sama semuanya sekarang. #perasaan,"Kue cucur, Es cincau, Milkshake vanila"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #perasaan","Roti tawar, Opor ayam, Milkshake cokelat"
fear,"Setiap malam, rasa takut itu datang lagi. #curhat","Bubur kacang hijau, Tahu telur, Sop ikan"
fear,"Serius deh, cemas banget hari ini. #feeling","Kue putu, Kue bolu, Kue cucur"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #perasaan","Roti tawar, Kue lapis, Sup daging"
fear,"Setiap malam, rasa takut itu datang lagi. #perasaan","Es kacang merah, Opor ayam, Roti isi keju"
fear,Takut disakiti lagi kayak dulu. #mood,"Pisang kukus, Es teler, Bolu kukus"
fear,Ngeri banget lihat berita akhir-akhir ini. #curhat,"Pancake, Kue kastengel, Sup tahu"
fear,"Aku gak tenang, perasaan buruk terus datang. #perasaan","Kolak pisang, Soto ayam, Puding caramel"
fear,"Setiap malam, rasa takut itu datang lagi. #curhat","Sosis solo, Puding mangga, Teh manis hangat"
fear,Aku takut gagal besok. #perasaan,"Bubur kacang hijau, Es krim vanila, Cilok"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #perasaan","Tahu kuah, Mie rebus, Pastel isi ayam"
fear,"Aku gak tenang, perasaan buruk terus datang. #curhat","Donat gula, Jagung rebus, Sop ikan"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #perasaan","Puding susu, Kacang rebus, Omelet"
fear,"Aku gak tenang, perasaan buruk terus datang. #feeling","Roti sobek, Es cincau, Puding roti"
fear,"Setiap malam, rasa takut itu datang lagi. #perasaan","Bolu pandan, Milkshake cokelat, Kerupuk putih"
fear,"Aku gak tenang, perasaan buruk terus datang. #curhat","Tahu telur, Milkshake vanila, Roti manis isi selai"
fear,Jantungku deg-degan terus mikirin masa depan. #perasaan,"Roti bakar selai kacang, Kue nagasari, Mie kuah bening"
fear,Aku takut gagal besok. #curhat,"Bubur sumsum, Kentang tumbuk, Susu hangat"
fear,Jantungku deg-degan terus mikirin masa depan. #mood,"Roti tawar, Es teler, Bubur kacang hijau"
fear,"Setiap malam, rasa takut itu datang lagi. #perasaan","Bolu kukus, Kue cucur, Sop ikan"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #curhat","Es krim vanila, Kue kastengel, Jagung rebus"
fear,Ngeri banget lihat berita akhir-akhir ini. #feeling,"Kue lapis, Kacang rebus, Pastel isi ayam"
fear,"Aku gak tenang, perasaan buruk terus datang. #mood","Bubur sumsum, Kolak pisang, Donat gula"
fear,"Serius deh, cemas banget hari ini. #feeling","Mie rebus, Roti isi keju, Sosis solo"
fear,Aku khawatir sama semuanya sekarang. #mood,"Puding susu, Kerupuk putih, Puding roti"
fear,Takut disakiti lagi kayak dulu. #mood,"Puding caramel, Kue putu, Mie kuah bening"
fear,"Serius deh, cemas banget hari ini. #perasaan","Pancake, Roti manis isi selai, Es cincau"
fear,Jantungku deg-degan terus mikirin masa depan. #feeling,"Es kacang merah, Pisang kukus, Kentang tumbuk"
fear,"Setiap malam, rasa takut itu datang lagi. #perasaan","Sup jagung, Tahu kuah, Opor ayam"
fear,Aku khawatir sama semuanya sekarang. #perasaan,"Susu hangat, Omelet, Kue bolu"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #curhat","Milkshake vanila, Puding mangga, Cilok"
fear,"Setiap malam, rasa takut itu datang lagi. #feeling","Sup tahu, Bolu pandan, Muffin cokelat"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #feeling","Tahu telur, Soto ayam, Roti bakar selai kacang"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #curhat","Teh manis hangat, Sup daging, Kue nagasari"
fear,Jantungku deg-degan terus mikirin masa depan. #perasaan,"Kue putu, Puding caramel, Opor ayam"
fear,Ngeri banget lihat berita akhir-akhir ini. #mood,"Tahu kuah, Cilok, Mie rebus"
fear,"Aku gak tenang, perasaan buruk terus datang. #feeling","Kue bolu, Puding susu, Muffin cokelat"
fear,Ngeri banget lihat berita akhir-akhir ini. #perasaan,"Sop ikan, Donat gula, Kacang rebus"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #perasaan","Pastel isi ayam, Roti isi keju, Pisang kukus"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #perasaan","Tahu telur, Kerupuk putih, Roti manis isi selai"
fear,Ngeri banget lihat berita akhir-akhir ini. #mood,"Puding mangga, Es teler, Susu hangat"
fear,Jantungku deg-degan terus mikirin masa depan. #mood,"Sup jagung, Es kacang merah, Mie kuah bening"
fear,Aku khawatir sama semuanya sekarang. #mood,"Sup tahu, Kue lapis, Omelet"
fear,"Aku gak tenang, perasaan buruk terus datang. #feeling","Bubur sumsum, Soto ayam, Milkshake cokelat"
fear,"Aku gak tenang, perasaan buruk terus datang. #feeling","Pancake, Kue kastengel, Bubur kacang hijau"
fear,Aku takut gagal besok. #perasaan,"Es krim vanila, Bolu kukus, Milkshake vanila"
fear,Takut disakiti lagi kayak dulu. #curhat,"Roti tawar, Jagung rebus, Kue nagasari"
fear,Ngeri banget lihat berita akhir-akhir ini. #curhat,"Kue cucur, Roti sobek, Es cincau"
fear,"Setiap malam, rasa takut itu datang lagi. #mood","Sup daging, Puding roti, Sosis solo"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #mood","Kentang tumbuk, Bolu pandan, Teh manis hangat"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #perasaan","Puding roti, Muffin cokelat, Tahu telur"
fear,"Serius deh, cemas banget hari ini. #feeling","Mie kuah bening, Roti sobek, Es cincau"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #mood","Bubur kacang hijau, Milkshake vanila, Soto ayam"
fear,Aku takut gagal besok. #mood,"Kacang rebus, Kue lapis, Bolu kukus"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #perasaan","Roti isi keju, Kue bolu, Roti bakar selai kacang"
fear,"Setiap malam, rasa takut itu datang lagi. #perasaan","Jagung rebus, Kentang tumbuk, Puding susu"
fear,"Aku gak tenang, perasaan buruk terus datang. #curhat","Donat gula, Sup tahu, Susu hangat"
fear,Jantungku deg-degan terus mikirin masa depan. #perasaan,"Mie rebus, Omelet, Sup jagung"
fear,"Serius deh, cemas banget hari ini. #perasaan","Kue nagasari, Bubur sumsum, Kue putu"
fear,Aku khawatir sama semuanya sekarang. #feeling,"Sup daging, Sop ikan, Kue cucur"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #feeling","Puding caramel, Pastel isi ayam, Kerupuk putih"
fear,"Aku gak tenang, perasaan buruk terus datang. #mood","Roti manis isi selai, Pisang kukus, Kolak pisang"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #mood","Sosis solo, Tahu kuah, Teh manis hangat"
fear,Takut disakiti lagi kayak dulu. #perasaan,"Es kacang merah, Bolu pandan, Kue kastengel"
fear,Takut disakiti lagi kayak dulu. #perasaan,"Puding mangga, Milkshake cokelat, Opor ayam"
fear,Ngeri banget lihat berita akhir-akhir ini. #perasaan,"Cilok, Es krim vanila, Pancake"
fear,Aku takut gagal besok. #curhat,"Bubur sumsum, Jagung rebus, Es cincau"
fear,"Serius deh, cemas banget hari ini. #mood","Donat gula, Kue putu, Sup jagung"
fear,"Aku gak tenang, perasaan buruk terus datang. #mood","Muffin cokelat, Sup tahu, Puding susu"
fear,"Serius deh, cemas banget hari ini. #curhat","Kue cucur, Sosis solo, Puding caramel"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #feeling","Sup daging, Es teler, Opor ayam"
fear,Aku khawatir sama semuanya sekarang. #feeling,"Susu hangat, Roti tawar, Es krim vanila"
fear,Takut disakiti lagi kayak dulu. #feeling,"Kue kastengel, Roti manis isi selai, Omelet"
fear,Takut disakiti lagi kayak dulu. #perasaan,"Kentang tumbuk, Kerupuk putih, Milkshake vanila"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #perasaan","Pastel isi ayam, Mie kuah bening, Cilok"
fear,Takut disakiti lagi kayak dulu. #mood,"Roti bakar selai kacang, Roti isi keju, Teh manis hangat"
fear,Takut disakiti lagi kayak dulu. #perasaan,"Pancake, Kue lapis, Tahu telur"
fear,Ngeri banget lihat berita akhir-akhir ini. #perasaan,"Kacang rebus, Roti sobek, Mie rebus"
fear,Takut disakiti lagi kayak dulu. #curhat,"Milkshake cokelat, Puding roti, Kue bolu"
fear,Aku khawatir sama semuanya sekarang. #mood,"Sop ikan, Bolu kukus, Tahu kuah"
fear,Aku takut gagal besok. #curhat,"Kue nagasari, Bolu pandan, Kolak pisang"
fear,Jantungku deg-degan terus mikirin masa depan. #perasaan,"Puding mangga, Pisang kukus, Soto ayam"
fear,"Aku gak tenang, perasaan buruk terus datang. #feeling","Kentang tumbuk, Kue cucur, Kerupuk putih"
fear,Jantungku deg-degan terus mikirin masa depan. #feeling,"Kue kastengel, Sup daging, Susu hangat"
fear,Ngeri banget lihat berita akhir-akhir ini. #curhat,"Puding susu, Kue putu, Donat gula"
fear,"Serius deh, cemas banget hari ini. #feeling","Roti bakar selai kacang, Es krim vanila, Opor ayam"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #curhat","Pancake, Kue lapis, Jagung rebus"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #feeling","Sup tahu, Teh manis hangat, Milkshake cokelat"
fear,Jantungku deg-degan terus mikirin masa depan. #feeling,"Bolu pandan, Kacang rebus, Roti sobek"
fear,"Setiap malam, rasa takut itu datang lagi. #feeling","Puding roti, Mie kuah bening, Bolu kukus"
fear,Ngeri banget lihat berita akhir-akhir ini. #perasaan,"Roti manis isi selai, Es kacang merah, Sosis solo"
fear,Ngeri banget lihat berita akhir-akhir ini. #feeling,"Muffin cokelat, Roti tawar, Pisang kukus"
fear,"Aku gak tenang, perasaan buruk terus datang. #feeling","Tahu kuah, Mie rebus, Tahu telur"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #mood","Kue nagasari, Puding mangga, Bubur kacang hijau"
fear,Aku takut gagal besok. #curhat,"Bubur sumsum, Kue bolu, Roti isi keju"
fear,"Serius deh, cemas banget hari ini. #feeling","Kolak pisang, Puding caramel, Sop ikan"
fear,"Aku gak tenang, perasaan buruk terus datang. #mood","Es cincau, Omelet, Cilok"
fear,Takut disakiti lagi kayak dulu. #mood,"Soto ayam, Es teler, Milkshake vanila"
fear,Aku takut gagal besok. #feeling,"Cilok, Pastel isi ayam, Teh manis hangat"
fear,Takut disakiti lagi kayak dulu. #perasaan,"Roti tawar, Es teler, Sosis solo"
fear,"Serius deh, cemas banget hari ini. #mood","Pisang kukus, Susu hangat, Puding susu"
fear,Jantungku deg-degan terus mikirin masa depan. #curhat,"Roti isi keju, Omelet, Kue putu"
fear,Ngeri banget lihat berita akhir-akhir ini. #feeling,"Kue lapis, Bubur sumsum, Sup daging"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #curhat","Es krim vanila, Bolu kukus, Tahu telur"
fear,Aku takut gagal besok. #mood,"Roti sobek, Sop ikan, Puding caramel"
fear,"Serius deh, cemas banget hari ini. #mood","Kerupuk putih, Roti bakar selai kacang, Soto ayam"
fear,"Setiap malam, rasa takut itu datang lagi. #mood","Jagung rebus, Puding roti, Kue kastengel"
fear,"Kayaknya bakal ada yang buruk terjadi, takut banget. #feeling","Muffin cokelat, Opor ayam, Kolak pisang"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #perasaan","Kue bolu, Puding mangga, Sup tahu"
fear,Ngeri banget lihat berita akhir-akhir ini. #mood,"Bolu pandan, Milkshake vanila, Sup jagung"
fear,"Aku benci rasa takut ini, tapi gak bisa hilang. #perasaan","Kentang tumbuk, Pancake, Es cincau"
fear,"Setiap malam, rasa takut itu datang lagi. #curhat","Es kacang merah, Milkshake cokelat, Donat gula"
fear,Jantungku deg-degan terus mikirin masa depan. #curhat,"Kacang rebus, Mie rebus, Kue nagasari"
fear,Jantungku deg-degan terus mikirin masa depan. #curhat,"Kue cucur, Mie kuah bening, Tahu kuah"
fear,"Aku gak tenang, perasaan buruk terus datang. #perasaan","Roti isi keju, Mie kuah bening, Pancake"
fear,"Serius deh, cemas banget hari ini. #feeling","Kentang tumbuk, Kue cucur, Puding roti"
fear,Aku takut gagal besok. #perasaan,"Teh manis hangat, Sop ikan, Tahu kuah"
fear,"Serius deh, cemas banget hari ini. #curhat","Omelet, Kue kastengel, Puding mangga"
fear,Takut disakiti lagi kayak dulu. #feeling,"Kolak pisang, Es krim vanila, Puding caramel"
fear,"Aku gak tenang, perasaan buruk terus datang. #feeling","Susu hangat, Kacang rebus, Roti sobek"
fear,Takut disakiti lagi kayak dulu. #perasaan,"Soto ayam, Milkshake vanila, Bubur kacang hijau"
fear,Jantungku deg-degan terus mikirin masa depan. #perasaan,"Es kacang merah, Kue putu, Roti bakar selai kacang"
fear,"Serius deh, cemas banget hari ini. #curhat","Puding susu, Kue lapis, Bolu pandan"
fear,Jantungku deg-degan terus mikirin masa depan. #feeling,"Opor ayam, Kue nagasari, Muffin cokelat"
fear,Jantungku deg-degan terus mikirin masa depan. #perasaan,"Jagung rebus, Kue bolu, Donat gula"
fear,"Aku gak tenang, perasaan buruk terus datang. #feeling","Milkshake cokelat, Sup daging, Cilok"
fear,"Setiap malam, rasa takut itu datang lagi. #curhat","Es cincau, Tahu telur, Pisang kukus"
